Year,Month,State,County,Rate
1995,March,Michigan,Ottawa County,3.3
1995,March,Michigan,Lenawee County,4.8
1995,March,Michigan,Ionia County,6.9
1995,March,Michigan,Sanilac County,10.5
1995,March,Michigan,Gogebic County,9
1995,March,Michigan,Delta County,12.7
1995,March,Michigan,Otsego County,8.9
1995,March,Michigan,Montcalm County,8.6
1995,March,Michigan,Monroe County,5.6
1995,March,Michigan,Shiawassee County,7.8
1995,March,Michigan,Iron County,12.1
1995,March,Michigan,Ingham County,4.2
1995,March,Michigan,Branch County,4.9
1995,March,Michigan,Saint Clair County,7.7
1995,March,Michigan,Schoolcraft County,19.7
1995,March,Michigan,Kalamazoo County,3.7
1995,March,Michigan,Keweenaw County,13.6
1995,March,Michigan,Ogemaw County,12.7
1995,March,Michigan,Leelanau County,7.7
1995,March,Michigan,Midland County,6.9
1995,March,Michigan,Antrim County,11.3
1995,March,Michigan,Ontonagon County,8.6
1995,March,Michigan,Newaygo County,11.5
1995,March,Michigan,Kent County,3.8
1995,March,Michigan,Presque Isle County,23.9
1995,March,Michigan,Luce County,14.1
1995,March,Michigan,Van Buren County,7.7
1995,August,Michigan,Livingston County,3.2
1995,August,Michigan,Clare County,8.7
1995,August,Michigan,Macomb County,4.5
1995,August,Michigan,Baraga County,7.1
1995,August,Michigan,Mason County,7.1
1995,August,Michigan,Eaton County,3.1
1995,August,Michigan,Calhoun County,5.2
1995,August,Michigan,Iosco County,6.5
1995,August,Michigan,Benzie County,5.4
1995,August,Michigan,Alcona County,8
1995,August,Michigan,Alger County,8.3
1995,August,Michigan,Gladwin County,7.3
1995,August,Michigan,Huron County,8
1995,August,Michigan,Mecosta County,3.9
1995,August,Michigan,Menominee County,6.4
1995,August,Michigan,Marquette County,7.2
1995,August,Michigan,Gratiot County,5.8
1995,August,Michigan,Kalkaska County,6
1995,August,Michigan,Montmorency County,10.7
1995,August,Michigan,Saint Joseph County,3.5
1995,August,Michigan,Charlevoix County,5.9
1995,August,Michigan,Mackinac County,2.1
1995,August,Michigan,Washtenaw County,2.9
1995,August,Michigan,Dickinson County,6.3
1995,August,Michigan,Barry County,3.6
1995,August,Michigan,Arenac County,7.1
1995,August,Michigan,Tuscola County,6.7
1995,August,Michigan,Oscoda County,7.5
1995,August,Michigan,Wayne County,6.4
1995,August,Michigan,Roscommon County,7.8
1995,August,Michigan,Alpena County,8.5
1995,August,Michigan,Jackson County,5.1
1995,August,Michigan,Saginaw County,5.5
1995,August,Michigan,Missaukee County,7
1995,August,Michigan,Genesee County,6.4
1995,August,Michigan,Hillsdale County,4.6
1995,August,Michigan,Cheboygan County,3.3
1995,August,Michigan,Wexford County,9.2
1995,August,Michigan,Berrien County,5
1995,August,Michigan,Oceana County,7.3
1995,August,Michigan,Oakland County,3.5
1995,August,Michigan,Lapeer County,4.8
1995,August,Michigan,Cass County,4.7
1995,August,Michigan,Allegan County,3.1
1995,August,Michigan,Crawford County,7
1995,August,Michigan,Bay County,5.2
1995,August,Michigan,Emmet County,6.6
1995,August,Michigan,Grand Traverse County,4.6
1995,August,Michigan,Isabella County,4.4
1995,August,Michigan,Houghton County,6.1
1995,August,Michigan,Muskegon County,6.4
1995,August,Michigan,Lake County,11
1995,August,Michigan,Chippewa County,6.9
1995,August,Michigan,Clinton County,3
1995,August,Michigan,Manistee County,9.4
1995,August,Michigan,Osceola County,7.2
1995,August,Michigan,Ottawa County,3.1
1995,August,Michigan,Lenawee County,5.6
1995,August,Michigan,Ionia County,5.7
1995,August,Michigan,Sanilac County,6.3
1995,August,Michigan,Gogebic County,7.7
1995,August,Michigan,Delta County,8.1
1995,August,Michigan,Otsego County,4.2
1995,August,Michigan,Montcalm County,6.8
1995,August,Michigan,Monroe County,5.1
1995,August,Michigan,Shiawassee County,6.2
1995,August,Michigan,Iron County,6.4
1995,August,Michigan,Ingham County,3.7
1995,August,Michigan,Branch County,4
1995,August,Michigan,Saint Clair County,5.9
1995,August,Michigan,Schoolcraft County,8.6
1995,August,Michigan,Kalamazoo County,3.2
1995,August,Michigan,Keweenaw County,5.6
1995,August,Michigan,Ogemaw County,8.3
1995,August,Michigan,Leelanau County,3.9
1995,August,Michigan,Midland County,4
1995,August,Michigan,Antrim County,5.6
1995,August,Michigan,Ontonagon County,4.4
1995,August,Michigan,Newaygo County,8.6
1995,August,Michigan,Kent County,3.7
1995,August,Michigan,Presque Isle County,10.5
1995,August,Michigan,Luce County,8.2
1995,August,Michigan,Van Buren County,4.9
1995,May,Michigan,Livingston County,3.2
1995,May,Michigan,Clare County,12.4
1995,May,Michigan,Macomb County,4.5
1995,May,Michigan,Baraga County,12.4
1995,May,Michigan,Mason County,9.9
1995,May,Michigan,Eaton County,3.6
1995,May,Michigan,Calhoun County,6.1
1995,May,Michigan,Iosco County,9.3
1995,May,Michigan,Benzie County,8.9
1995,May,Michigan,Alcona County,9.2
1995,May,Michigan,Alger County,10.4
1995,May,Michigan,Gladwin County,9.3
1995,May,Michigan,Huron County,8.3
1995,May,Michigan,Mecosta County,5.1
1995,May,Michigan,Menominee County,6.6
1995,May,Michigan,Marquette County,9.2
1995,May,Michigan,Gratiot County,6.9
1995,May,Michigan,Kalkaska County,9.9
1995,May,Michigan,Montmorency County,14.9
1995,May,Michigan,Saint Joseph County,3.9
1995,May,Michigan,Charlevoix County,8.6
1995,May,Michigan,Mackinac County,4.2
1995,May,Michigan,Washtenaw County,2.9
1995,May,Michigan,Dickinson County,7.6
1995,May,Michigan,Barry County,4.2
1995,May,Michigan,Arenac County,9.7
1995,May,Michigan,Tuscola County,7.7
1995,May,Michigan,Oscoda County,10
1995,May,Michigan,Wayne County,5.6
1995,May,Michigan,Roscommon County,10.7
1995,May,Michigan,Alpena County,10.4
1995,May,Michigan,Jackson County,5.7
1995,May,Michigan,Saginaw County,6.6
1995,May,Michigan,Missaukee County,8
1995,May,Michigan,Genesee County,7.3
1995,May,Michigan,Hillsdale County,4.5
1995,May,Michigan,Cheboygan County,6.3
1995,May,Michigan,Wexford County,13.6
1995,May,Michigan,Berrien County,5.7
1995,May,Michigan,Oceana County,11.9
1995,May,Michigan,Oakland County,3.7
1995,May,Michigan,Lapeer County,5.7
1995,May,Michigan,Cass County,4.9
1995,May,Michigan,Allegan County,3.7
1995,May,Michigan,Crawford County,9.9
1995,May,Michigan,Bay County,6.7
1995,May,Michigan,Emmet County,11.7
1995,May,Michigan,Grand Traverse County,6.1
1995,May,Michigan,Isabella County,5.1
1995,May,Michigan,Houghton County,8.4
1995,May,Michigan,Muskegon County,6.3
1995,May,Michigan,Lake County,13.7
1995,May,Michigan,Chippewa County,10.7
1995,May,Michigan,Clinton County,3.2
1995,May,Michigan,Manistee County,11.3
1995,May,Michigan,Osceola County,10.8
1995,May,Michigan,Ottawa County,3
1995,May,Michigan,Lenawee County,4.4
1995,May,Michigan,Ionia County,5.9
1995,May,Michigan,Sanilac County,8.2
1995,May,Michigan,Gogebic County,11.5
1995,May,Michigan,Delta County,10.8
1995,May,Michigan,Otsego County,6
1995,May,Michigan,Montcalm County,7.5
1995,May,Michigan,Monroe County,5.5
1995,May,Michigan,Shiawassee County,7.6
1995,May,Michigan,Iron County,10.6
1995,May,Michigan,Ingham County,3.9
1995,May,Michigan,Branch County,4.6
1995,May,Michigan,Saint Clair County,6.5
1995,May,Michigan,Schoolcraft County,15.2
1995,May,Michigan,Kalamazoo County,3.6
1995,May,Michigan,Keweenaw County,10.6
1995,May,Michigan,Ogemaw County,10.6
1995,May,Michigan,Leelanau County,5.2
1995,May,Michigan,Midland County,5.6
1995,May,Michigan,Antrim County,8.7
1995,May,Michigan,Ontonagon County,7.9
1995,May,Michigan,Newaygo County,10.3
1995,May,Michigan,Kent County,3.9
1995,May,Michigan,Presque Isle County,15.6
1995,May,Michigan,Luce County,11.9
1995,May,Michigan,Van Buren County,6.5
1995,January,Michigan,Livingston County,3.9
1995,January,Michigan,Clare County,13.2
1995,January,Michigan,Macomb County,4.9
1995,January,Michigan,Baraga County,11.7
1995,January,Michigan,Mason County,14.4
1995,January,Michigan,Eaton County,4
1995,January,Michigan,Calhoun County,5.5
1995,January,Michigan,Iosco County,12
1995,January,Michigan,Benzie County,14.2
1995,January,Michigan,Alcona County,14.7
1995,January,Michigan,Alger County,9.9
1995,January,Michigan,Gladwin County,11.4
1995,January,Michigan,Huron County,10.2
1995,January,Michigan,Mecosta County,8.2
1995,January,Michigan,Menominee County,8
1995,January,Michigan,Marquette County,8.6
1995,January,Michigan,Gratiot County,8.6
1995,January,Michigan,Kalkaska County,9.5
1995,January,Michigan,Montmorency County,21.1
1995,January,Michigan,Saint Joseph County,4.6
1995,January,Michigan,Charlevoix County,11.7
1995,January,Michigan,Mackinac County,29.2
1995,January,Michigan,Washtenaw County,3.2
1995,January,Michigan,Dickinson County,7.3
1995,January,Michigan,Barry County,5.2
1995,January,Michigan,Arenac County,12.9
1995,January,Michigan,Tuscola County,8.6
1995,January,Michigan,Oscoda County,13.6
1995,January,Michigan,Wayne County,6.1
1995,January,Michigan,Roscommon County,14.4
1995,January,Michigan,Alpena County,13.7
1995,January,Michigan,Jackson County,6.2
1995,January,Michigan,Saginaw County,6.6
1995,January,Michigan,Missaukee County,11.8
1995,January,Michigan,Genesee County,7.2
1995,January,Michigan,Hillsdale County,5.2
1995,January,Michigan,Cheboygan County,24.6
1995,January,Michigan,Wexford County,11.4
1995,January,Michigan,Berrien County,6.5
1995,January,Michigan,Oceana County,17.3
1995,January,Michigan,Oakland County,4
1995,January,Michigan,Lapeer County,6.7
1995,January,Michigan,Cass County,5.2
1995,January,Michigan,Allegan County,4.7
1995,January,Michigan,Crawford County,11.9
1995,January,Michigan,Bay County,7.8
1995,January,Michigan,Emmet County,14.8
1995,January,Michigan,Grand Traverse County,7.2
1995,January,Michigan,Isabella County,5.5
1995,January,Michigan,Houghton County,9.3
1995,January,Michigan,Muskegon County,7
1995,January,Michigan,Lake County,16.4
1995,January,Michigan,Chippewa County,13.8
1995,January,Michigan,Clinton County,4.2
1995,January,Michigan,Manistee County,13.9
1995,January,Michigan,Osceola County,9.7
1995,January,Michigan,Ottawa County,3.9
1995,January,Michigan,Lenawee County,5.8
1995,January,Michigan,Ionia County,7.5
1995,January,Michigan,Sanilac County,10.4
1995,January,Michigan,Gogebic County,8.5
1995,January,Michigan,Delta County,11
1995,January,Michigan,Otsego County,8
1995,January,Michigan,Montcalm County,9.2
1995,January,Michigan,Monroe County,6.1
1995,January,Michigan,Shiawassee County,8.1
1995,January,Michigan,Iron County,11.7
1995,January,Michigan,Ingham County,4.6
1995,January,Michigan,Branch County,5
1995,January,Michigan,Saint Clair County,7.3
1995,January,Michigan,Schoolcraft County,19.6
1995,January,Michigan,Kalamazoo County,3.8
1995,January,Michigan,Keweenaw County,19.7
1995,January,Michigan,Ogemaw County,13.8
1995,January,Michigan,Leelanau County,7.3
1995,January,Michigan,Midland County,6.5
1995,January,Michigan,Antrim County,11.3
1995,January,Michigan,Ontonagon County,7.7
1995,January,Michigan,Newaygo County,12.5
1995,January,Michigan,Kent County,4.1
1995,January,Michigan,Presque Isle County,23
1995,January,Michigan,Luce County,13.9
1995,January,Michigan,Van Buren County,9.3
1995,June,Michigan,Livingston County,4.5
1995,June,Michigan,Clare County,11
1995,June,Michigan,Macomb County,4.9
1995,June,Michigan,Baraga County,9.3
1995,June,Michigan,Mason County,9.8
1995,June,Michigan,Eaton County,3.6
1995,June,Michigan,Calhoun County,5.3
1995,June,Michigan,Iosco County,9.2
1995,June,Michigan,Benzie County,8.6
1995,June,Michigan,Alcona County,9.2
1995,June,Michigan,Alger County,8.9
1995,June,Michigan,Gladwin County,9.6
1995,June,Michigan,Huron County,8.7
1995,June,Michigan,Mecosta County,5.4
1995,June,Michigan,Menominee County,6.5
1995,June,Michigan,Marquette County,8.1
1995,June,Michigan,Gratiot County,7.2
1995,June,Michigan,Kalkaska County,7.9
1995,June,Michigan,Montmorency County,14.4
1995,June,Michigan,Saint Joseph County,3.9
1995,June,Michigan,Charlevoix County,7.6
1995,June,Michigan,Mackinac County,2.8
1995,June,Michigan,Washtenaw County,3.1
1995,June,Michigan,Dickinson County,7.3
1995,June,Michigan,Barry County,4.2
1995,June,Michigan,Arenac County,8.9
1995,June,Michigan,Tuscola County,7.7
1995,June,Michigan,Oscoda County,8.5
1995,June,Michigan,Wayne County,6.3
1995,June,Michigan,Roscommon County,10.5
1995,June,Michigan,Alpena County,11.2
1995,June,Michigan,Jackson County,6
1995,June,Michigan,Saginaw County,6.7
1995,June,Michigan,Missaukee County,8
1995,June,Michigan,Genesee County,7.5
1995,June,Michigan,Hillsdale County,5.8
1995,June,Michigan,Cheboygan County,4.6
1995,June,Michigan,Wexford County,14.5
1995,June,Michigan,Berrien County,5.8
1995,June,Michigan,Oceana County,10.5
1995,June,Michigan,Oakland County,4.2
1995,June,Michigan,Lapeer County,5.3
1995,June,Michigan,Cass County,5.5
1995,June,Michigan,Allegan County,3.7
1995,June,Michigan,Crawford County,9.5
1995,June,Michigan,Bay County,6.5
1995,June,Michigan,Emmet County,9.5
1995,June,Michigan,Grand Traverse County,5.3
1995,June,Michigan,Isabella County,5.3
1995,June,Michigan,Houghton County,7.6
1995,June,Michigan,Muskegon County,7.5
1995,June,Michigan,Lake County,14.1
1995,June,Michigan,Chippewa County,9.1
1995,June,Michigan,Clinton County,3.4
1995,June,Michigan,Manistee County,13.2
1995,June,Michigan,Osceola County,10.4
1995,June,Michigan,Ottawa County,3.5
1995,June,Michigan,Lenawee County,4.7
1995,June,Michigan,Ionia County,6.5
1995,June,Michigan,Sanilac County,8.3
1995,June,Michigan,Gogebic County,10.4
1995,June,Michigan,Delta County,10.3
1995,June,Michigan,Otsego County,5.4
1995,June,Michigan,Montcalm County,8.2
1995,June,Michigan,Monroe County,6.3
1995,June,Michigan,Shiawassee County,7.8
1995,June,Michigan,Iron County,8.6
1995,June,Michigan,Ingham County,4.2
1995,June,Michigan,Branch County,4.8
1995,June,Michigan,Saint Clair County,7.2
1995,June,Michigan,Schoolcraft County,12.6
1995,June,Michigan,Kalamazoo County,3.9
1995,June,Michigan,Keweenaw County,12.6
1995,June,Michigan,Ogemaw County,9.4
1995,June,Michigan,Leelanau County,4.9
1995,June,Michigan,Midland County,5
1995,June,Michigan,Antrim County,7.9
1995,June,Michigan,Ontonagon County,7.2
1995,June,Michigan,Newaygo County,10.8
1995,June,Michigan,Kent County,4.5
1995,June,Michigan,Presque Isle County,14.7
1995,June,Michigan,Luce County,11.3
1995,June,Michigan,Van Buren County,6
1995,September,Michigan,Livingston County,2.7
1995,September,Michigan,Clare County,8.3
1995,September,Michigan,Macomb County,4.2
1995,September,Michigan,Baraga County,7.2
1995,September,Michigan,Mason County,7.1
1995,September,Michigan,Eaton County,2.9
1995,September,Michigan,Calhoun County,4.7
1995,September,Michigan,Iosco County,6.3
1995,September,Michigan,Benzie County,6.3
1995,September,Michigan,Alcona County,6.9
1995,September,Michigan,Alger County,6.4
1995,September,Michigan,Gladwin County,7.1
1995,September,Michigan,Huron County,5.9
1995,September,Michigan,Mecosta County,3.4
1995,September,Michigan,Menominee County,5.3
1995,September,Michigan,Marquette County,6.6
1995,September,Michigan,Gratiot County,5.8
1995,September,Michigan,Kalkaska County,5.5
1995,September,Michigan,Montmorency County,10.3
1995,September,Michigan,Saint Joseph County,3.7
1995,September,Michigan,Charlevoix County,5.6
1995,September,Michigan,Mackinac County,2.5
1995,September,Michigan,Washtenaw County,2.7
1995,September,Michigan,Dickinson County,5.5
1995,September,Michigan,Barry County,3.5
1995,September,Michigan,Arenac County,6.6
1995,September,Michigan,Tuscola County,6
1995,September,Michigan,Oscoda County,6.9
1995,September,Michigan,Wayne County,6.2
1995,September,Michigan,Roscommon County,6.7
1995,September,Michigan,Alpena County,8.1
1995,September,Michigan,Jackson County,4.8
1995,September,Michigan,Saginaw County,5.5
1995,September,Michigan,Missaukee County,5.7
1995,September,Michigan,Genesee County,6.2
1995,September,Michigan,Hillsdale County,4
1995,September,Michigan,Cheboygan County,3.5
1995,September,Michigan,Wexford County,8.2
1995,September,Michigan,Berrien County,4.6
1995,September,Michigan,Oceana County,7.8
1995,September,Michigan,Oakland County,3.2
1995,September,Michigan,Lapeer County,4.6
1995,September,Michigan,Cass County,4.3
1995,September,Michigan,Allegan County,3.3
1995,September,Michigan,Crawford County,5.6
1995,September,Michigan,Bay County,4.6
1995,September,Michigan,Emmet County,6.7
1995,September,Michigan,Grand Traverse County,4.6
1995,September,Michigan,Isabella County,4
1995,September,Michigan,Houghton County,5.3
1995,September,Michigan,Muskegon County,5.8
1995,September,Michigan,Lake County,10.3
1995,September,Michigan,Chippewa County,6.5
1995,September,Michigan,Clinton County,2.9
1995,September,Michigan,Manistee County,9
1995,September,Michigan,Osceola County,6.4
1995,September,Michigan,Ottawa County,2.9
1995,September,Michigan,Lenawee County,6
1995,September,Michigan,Ionia County,5
1995,September,Michigan,Sanilac County,5.8
1995,September,Michigan,Gogebic County,7.6
1995,September,Michigan,Delta County,7.1
1995,September,Michigan,Otsego County,4.1
1995,September,Michigan,Montcalm County,6.1
1995,September,Michigan,Monroe County,4.5
1995,September,Michigan,Shiawassee County,6.1
1995,September,Michigan,Iron County,6.5
1995,September,Michigan,Ingham County,3.5
1995,September,Michigan,Branch County,3.9
1995,September,Michigan,Saint Clair County,5
1995,September,Michigan,Schoolcraft County,9
1995,September,Michigan,Kalamazoo County,3.5
1995,September,Michigan,Keweenaw County,5.3
1995,September,Michigan,Ogemaw County,8.4
1995,September,Michigan,Leelanau County,3.9
1995,September,Michigan,Midland County,3.8
1995,September,Michigan,Antrim County,5.7
1995,September,Michigan,Ontonagon County,6.4
1995,September,Michigan,Newaygo County,7.7
1995,September,Michigan,Kent County,3.4
1995,September,Michigan,Presque Isle County,10.1
1995,September,Michigan,Luce County,7.4
1995,September,Michigan,Van Buren County,4.9
1995,April,Michigan,Livingston County,3.4
1995,April,Michigan,Clare County,13.1
1995,April,Michigan,Macomb County,4.5
1995,April,Michigan,Baraga County,13.7
1995,April,Michigan,Mason County,11.2
1995,April,Michigan,Eaton County,3.5
1995,April,Michigan,Calhoun County,5.9
1995,April,Michigan,Iosco County,10.7
1995,April,Michigan,Benzie County,11.3
1995,April,Michigan,Alcona County,13.2
1995,April,Michigan,Alger County,12.9
1995,April,Michigan,Gladwin County,10.9
1995,April,Michigan,Huron County,9.6
1995,April,Michigan,Mecosta County,6.1
1995,April,Michigan,Menominee County,7.7
1995,April,Michigan,Marquette County,9.7
1995,April,Michigan,Gratiot County,7.2
1995,April,Michigan,Kalkaska County,12.5
1995,April,Michigan,Montmorency County,21.6
1995,April,Michigan,Saint Joseph County,3.6
1995,April,Michigan,Charlevoix County,11.1
1995,April,Michigan,Mackinac County,19.5
1995,April,Michigan,Washtenaw County,2.8
1995,April,Michigan,Dickinson County,10.5
1995,April,Michigan,Barry County,4.4
1995,April,Michigan,Arenac County,11.6
1995,April,Michigan,Tuscola County,8.5
1995,April,Michigan,Oscoda County,12.5
1995,April,Michigan,Wayne County,5.6
1995,April,Michigan,Roscommon County,12.7
1995,April,Michigan,Alpena County,12.3
1995,April,Michigan,Jackson County,5.8
1995,April,Michigan,Saginaw County,6.4
1995,April,Michigan,Missaukee County,9.9
1995,April,Michigan,Genesee County,7.1
1995,April,Michigan,Hillsdale County,4.7
1995,April,Michigan,Cheboygan County,18.1
1995,April,Michigan,Wexford County,11.6
1995,April,Michigan,Berrien County,5.6
1995,April,Michigan,Oceana County,14.6
1995,April,Michigan,Oakland County,3.7
1995,April,Michigan,Lapeer County,6.2
1995,April,Michigan,Cass County,3.9
1995,April,Michigan,Allegan County,4.1
1995,April,Michigan,Crawford County,11.1
1995,April,Michigan,Bay County,7.4
1995,April,Michigan,Emmet County,14.6
1995,April,Michigan,Grand Traverse County,6.7
1995,April,Michigan,Isabella County,5.5
1995,April,Michigan,Houghton County,10.2
1995,April,Michigan,Muskegon County,6.3
1995,April,Michigan,Lake County,14.4
1995,April,Michigan,Chippewa County,12.6
1995,April,Michigan,Clinton County,3.8
1995,April,Michigan,Manistee County,13.9
1995,April,Michigan,Osceola County,9.7
1995,April,Michigan,Ottawa County,3.1
1995,April,Michigan,Lenawee County,4.5
1995,April,Michigan,Ionia County,6.4
1995,April,Michigan,Sanilac County,9.2
1995,April,Michigan,Gogebic County,12.7
1995,April,Michigan,Delta County,12.2
1995,April,Michigan,Otsego County,8.2
1995,April,Michigan,Montcalm County,7.8
1995,April,Michigan,Monroe County,5
1995,April,Michigan,Shiawassee County,7.9
1995,April,Michigan,Iron County,13.2
1995,April,Michigan,Ingham County,4
1995,April,Michigan,Branch County,4.5
1995,April,Michigan,Saint Clair County,6.6
1995,April,Michigan,Schoolcraft County,17.8
1995,April,Michigan,Kalamazoo County,3.6
1995,April,Michigan,Keweenaw County,14.9
1995,April,Michigan,Ogemaw County,12.2
1995,April,Michigan,Leelanau County,7.5
1995,April,Michigan,Midland County,6.4
1995,April,Michigan,Antrim County,11.8
1995,April,Michigan,Ontonagon County,8.8
1995,April,Michigan,Newaygo County,11.1
1995,April,Michigan,Kent County,3.7
1995,April,Michigan,Presque Isle County,20.4
1995,April,Michigan,Luce County,14.3
1995,April,Michigan,Van Buren County,6.9
1995,December,Michigan,Livingston County,2.9
1995,December,Michigan,Clare County,9.7
1995,December,Michigan,Macomb County,3.6
1995,December,Michigan,Baraga County,9.7
1995,December,Michigan,Mason County,10.3
1995,December,Michigan,Eaton County,2.8
1995,December,Michigan,Calhoun County,4.5
1995,December,Michigan,Iosco County,8.9
1995,December,Michigan,Benzie County,8.2
1995,December,Michigan,Alcona County,10
1995,December,Michigan,Alger County,8.5
1995,December,Michigan,Gladwin County,7.4
1995,December,Michigan,Huron County,7.1
1995,December,Michigan,Mecosta County,5.1
1995,December,Michigan,Menominee County,5.2
1995,December,Michigan,Marquette County,7.2
1995,December,Michigan,Gratiot County,6.1
1995,December,Michigan,Kalkaska County,7.9
1995,December,Michigan,Montmorency County,15.3
1995,December,Michigan,Saint Joseph County,4.3
1995,December,Michigan,Charlevoix County,8.3
1995,December,Michigan,Mackinac County,22.8
1995,December,Michigan,Washtenaw County,1.9
1995,December,Michigan,Dickinson County,5.6
1995,December,Michigan,Barry County,3.7
1995,December,Michigan,Arenac County,9.1
1995,December,Michigan,Tuscola County,6.1
1995,December,Michigan,Oscoda County,10.1
1995,December,Michigan,Wayne County,4.7
1995,December,Michigan,Roscommon County,10.1
1995,December,Michigan,Alpena County,8.8
1995,December,Michigan,Jackson County,4.3
1995,December,Michigan,Saginaw County,5
1995,December,Michigan,Missaukee County,8.1
1995,December,Michigan,Genesee County,5
1995,December,Michigan,Hillsdale County,3.5
1995,December,Michigan,Cheboygan County,18.8
1995,December,Michigan,Wexford County,8.3
1995,December,Michigan,Berrien County,4.9
1995,December,Michigan,Oceana County,10.9
1995,December,Michigan,Oakland County,2.9
1995,December,Michigan,Lapeer County,4.9
1995,December,Michigan,Cass County,4.6
1995,December,Michigan,Allegan County,3.5
1995,December,Michigan,Crawford County,7.7
1995,December,Michigan,Bay County,5.1
1995,December,Michigan,Emmet County,11.8
1995,December,Michigan,Grand Traverse County,5.2
1995,December,Michigan,Isabella County,3.8
1995,December,Michigan,Houghton County,7.4
1995,December,Michigan,Muskegon County,5.8
1995,December,Michigan,Lake County,12.5
1995,December,Michigan,Chippewa County,9.7
1995,December,Michigan,Clinton County,2.8
1995,December,Michigan,Manistee County,11.4
1995,December,Michigan,Osceola County,6.9
1995,December,Michigan,Ottawa County,2.8
1995,December,Michigan,Lenawee County,3.9
1995,December,Michigan,Ionia County,4.8
1995,December,Michigan,Sanilac County,6.6
1995,December,Michigan,Gogebic County,12
1995,December,Michigan,Delta County,8.2
1995,December,Michigan,Otsego County,5.8
1995,December,Michigan,Montcalm County,6.5
1995,December,Michigan,Monroe County,3.9
1995,December,Michigan,Shiawassee County,5.7
1995,December,Michigan,Iron County,9.5
1995,December,Michigan,Ingham County,3.1
1995,December,Michigan,Branch County,4.2
1995,December,Michigan,Saint Clair County,4.8
1995,December,Michigan,Schoolcraft County,14.3
1995,December,Michigan,Kalamazoo County,2.9
1995,December,Michigan,Keweenaw County,18.4
1995,December,Michigan,Ogemaw County,10.1
1995,December,Michigan,Leelanau County,5.7
1995,December,Michigan,Midland County,4.3
1995,December,Michigan,Antrim County,7.7
1995,December,Michigan,Ontonagon County,19
1995,December,Michigan,Newaygo County,9.4
1995,December,Michigan,Kent County,3.3
1995,December,Michigan,Presque Isle County,16.4
1995,December,Michigan,Luce County,9.1
1995,December,Michigan,Van Buren County,6.9
1995,July,Michigan,Livingston County,3.8
1995,July,Michigan,Clare County,11.2
1995,July,Michigan,Macomb County,6.3
1995,July,Michigan,Baraga County,7.9
1995,July,Michigan,Mason County,7.7
1995,July,Michigan,Eaton County,3.6
1995,July,Michigan,Calhoun County,6.8
1995,July,Michigan,Iosco County,11.3
1995,July,Michigan,Benzie County,6.6
1995,July,Michigan,Alcona County,9.3
1995,July,Michigan,Alger County,7.4
1995,July,Michigan,Gladwin County,8.8
1995,July,Michigan,Huron County,9.5
1995,July,Michigan,Mecosta County,5.3
1995,July,Michigan,Menominee County,7.4
1995,July,Michigan,Marquette County,6.9
1995,July,Michigan,Gratiot County,11.3
1995,July,Michigan,Kalkaska County,8.4
1995,July,Michigan,Montmorency County,12.4
1995,July,Michigan,Saint Joseph County,6
1995,July,Michigan,Charlevoix County,6.2
1995,July,Michigan,Mackinac County,2.3
1995,July,Michigan,Washtenaw County,3.6
1995,July,Michigan,Dickinson County,6.2
1995,July,Michigan,Barry County,4.6
1995,July,Michigan,Arenac County,9.1
1995,July,Michigan,Tuscola County,11.4
1995,July,Michigan,Oscoda County,7.8
1995,July,Michigan,Wayne County,7.1
1995,July,Michigan,Roscommon County,8.8
1995,July,Michigan,Alpena County,9.4
1995,July,Michigan,Jackson County,6.1
1995,July,Michigan,Saginaw County,6.8
1995,July,Michigan,Missaukee County,7.8
1995,July,Michigan,Genesee County,9.4
1995,July,Michigan,Hillsdale County,9
1995,July,Michigan,Cheboygan County,4.3
1995,July,Michigan,Wexford County,14
1995,July,Michigan,Berrien County,6
1995,July,Michigan,Oceana County,9
1995,July,Michigan,Oakland County,3.7
1995,July,Michigan,Lapeer County,7.6
1995,July,Michigan,Cass County,6.6
1995,July,Michigan,Allegan County,3.9
1995,July,Michigan,Crawford County,7.8
1995,July,Michigan,Bay County,6.4
1995,July,Michigan,Emmet County,7.6
1995,July,Michigan,Grand Traverse County,5.6
1995,July,Michigan,Isabella County,5.1
1995,July,Michigan,Houghton County,6.5
1995,July,Michigan,Muskegon County,7.9
1995,July,Michigan,Lake County,12.8
1995,July,Michigan,Chippewa County,7.4
1995,July,Michigan,Clinton County,5
1995,July,Michigan,Manistee County,11
1995,July,Michigan,Osceola County,9.6
1995,July,Michigan,Ottawa County,3.2
1995,July,Michigan,Lenawee County,8.2
1995,July,Michigan,Ionia County,8.1
1995,July,Michigan,Sanilac County,9.8
1995,July,Michigan,Gogebic County,9.1
1995,July,Michigan,Delta County,8.4
1995,July,Michigan,Otsego County,7.6
1995,July,Michigan,Montcalm County,8.9
1995,July,Michigan,Monroe County,6.5
1995,July,Michigan,Shiawassee County,11
1995,July,Michigan,Iron County,6.9
1995,July,Michigan,Ingham County,4.4
1995,July,Michigan,Branch County,7.2
1995,July,Michigan,Saint Clair County,7.6
1995,July,Michigan,Schoolcraft County,9.8
1995,July,Michigan,Kalamazoo County,4
1995,July,Michigan,Keweenaw County,8
1995,July,Michigan,Ogemaw County,8.7
1995,July,Michigan,Leelanau County,4.8
1995,July,Michigan,Midland County,4.2
1995,July,Michigan,Antrim County,6.9
1995,July,Michigan,Ontonagon County,5.7
